image_id,breed
3034db32e1,pantherophis-obsoletus
35b6982636,agkistrodon-contortrix
1ac3b66cc3,storeria-dekayi
36534fcac5,pantherophis-obsoletus
10b1acb0b6,pantherophis-obsoletus
54dcbb96e0,nerodia-rhombifer
731da2fb12,lampropeltis-californiae
dce52386f5,storeria-dekayi
18b89918ca,thamnophis-sirtalis
839899700a,lampropeltis-triangulum
84614e40b8,thamnophis-sirtalis
a7723f7ef4,pantherophis-guttatus
1d8ea15457,pantherophis-guttatus
a487c28099,crotalus-atrox
7240b699f4,diadophis-punctatus
8a759fc288,storeria-dekayi
13b138dcc4,crotalus-horridus
f7be9664a7,nerodia-sipedon
641a4f65bc,opheodrys-aestivus
bd4f7d349e,pantherophis-obsoletus
000e2d0a91,pantherophis-obsoletus
ce502ba8a0,crotalus-atrox
97d93358ab,pantherophis-obsoletus
46f9560c99,pantherophis-guttatus
5888a3e522,agkistrodon-contortrix
84d4a08b93,opheodrys-aestivus
8293286f7c,pantherophis-obsoletus
4c01b5b8ba,storeria-dekayi
13854590ea,crotalus-atrox
1a019b53b3,pantherophis-obsoletus
7f2637a665,pituophis-catenifer
46d28d1bf2,storeria-dekayi
ba4c35ebf2,pantherophis-obsoletus
c4476648be,storeria-dekayi
0e8f2965b4,crotalus-viridis
e4bcba036b,nerodia-sipedon
dc6f3721ba,pantherophis-obsoletus
e9b8444822,lampropeltis-californiae
02eda2c865,pantherophis-guttatus
32edd9e217,storeria-dekayi
0a23c6dbed,pantherophis-obsoletus
0138d2cb1a,pantherophis-obsoletus
a265b17556,thamnophis-sirtalis
5360e19610,lampropeltis-triangulum
6929c425fd,pantherophis-obsoletus
d1006244a6,agkistrodon-piscivorus
561e39734f,pantherophis-guttatus
8f31a0a689,nerodia-sipedon
7012d40d2f,opheodrys-aestivus
7a35c857bc,diadophis-punctatus
f77e1aa99f,thamnophis-proximus
75252599b9,lampropeltis-californiae
4af6d73d49,storeria-dekayi
cd7d579dab,pantherophis-obsoletus
7b0ad73599,agkistrodon-piscivorus
34b33a11fa,storeria-dekayi
3170f538d1,storeria-dekayi
8586ab31a9,storeria-dekayi
08acf2e47d,nerodia-erythrogaster
b1286d3868,storeria-dekayi
2d0f08fa36,crotalus-atrox
a0b9ba917f,nerodia-erythrogaster
f40abd0edf,agkistrodon-piscivorus
3bd72284b8,storeria-occipitomaculata
8b5cd0f884,crotalus-horridus
f8e59232c8,pantherophis-obsoletus
572c5c3520,storeria-dekayi
957c00b573,crotalus-atrox
93e591cb23,pantherophis-spiloides
68a603b39d,crotalus-atrox
4f472510f3,rhinocheilus-lecontei
d6884444ae,crotalus-horridus
c0fa7df5de,pantherophis-obsoletus
